TAB,TIMU,DAAN
填空题,高速铁路无砟轨道分<--NRC-->、CRTSⅡ型板式、CRTSⅢ板式、双块式以及道岔区轨枕埋入式和板式无砟道床等。,CRTSⅠ型板式
填空题,高速铁路无砟轨道分为CRTSⅠ型板式、<--NRC-->、CRTSⅢ板式、双块式以及道岔区轨枕埋入式和板式无砟道床等。,CRTSⅡ型板式
填空题,无砟道床静态检查<--NRC-->检查1遍。,每年
填空题,无砟道床静态检查对未处理的Ⅱ级伤损处所<--NRC-->检查1遍。,每季度
填空题,无砟道床伤损等级分为<--NRC-->级。,Ⅰ、Ⅱ
填空题,扣件系统状态、部件缺损等<--NRC-->检查一遍。,每半年
填空题,现场防护人员应佩戴标志，携带通信设备，还应携带必备的<--NRC-->，随时观察施工现场和列车运行情况。,防护用品
填空题,线路（含道岔及调节器范围）动态不平顺Ⅰ级偏差为<--NRC-->标准。,日常保持
填空题,线路（含道岔及调节器范围）动态不平顺Ⅱ级偏差为<--NRC-->标准。,计划维修
填空题,线路（含道岔及调节器范围）动态不平顺Ⅲ级偏差为<--NRC-->标准。,临时补修
填空题,线路（含道岔及调节器范围）动态不平顺Ⅳ级偏差为<--NRC-->标准。,限速
填空题,线路（含道岔及调节器范围）动态不平顺偏差等级划分<--NRC-->。,四级
填空题,线路、桥隧、信号、通信、接触网及其他行车设备的施工，力争开通后<--NRC-->行车速度。维修作业开始前不限速，结束后须达到正常放行列车条件。,不降低
填空题,线路、信号标志应设在其内侧距线路中心不小于<--NRC-->m处（警冲标除外）。,3.1
填空题,线路设备状态评定应以<--NRC-->为单位。,千米
填空题,线路设备状态评定应以千米为单位，60分以下为<--NRC-->。,一般
填空题,超高最大值：客货共线铁路不得超过<--NRC-->mm。,150
填空题,线路备用轨料应存放在车站、综合维修车间和<--NRC-->。,工区
填空题,线路动态不平顺Ⅰ级偏差每处扣<--NRC-->分。,1
填空题,线路动态不平顺Ⅱ级偏差每处扣<--NRC-->分。,5
填空题,线路动态不平顺Ⅲ级偏差每处扣<--NRC-->分。,100
填空题,线路动态不平顺Ⅳ级偏差每处扣<--NRC-->分。,301
填空题,线路动态不平顺管理分为局部峰值管理和单元<--NRC-->管理。,均值
填空题,"线路检查应坚持""动态检查为主，<--NRC-->检查相结合，结构检查与几何尺寸检查并重""的原则。",动、静态
填空题,线路上临时插入的短轨，不得短于6m，不得连续插入，且必须尽快焊复。临时插入短轨的线路允许速度不得大于<--NRC-->km/h。,160
填空题,线路维修工作分为<--NRC-->和临时补修。,计划维修
填空题,线路应全封闭、全立交，线路两侧按标准进行栅栏封闭，对铁路技术作业的专用通道和处所，须设置<--NRC-->的警示标志。,非铁路作业人员禁止进入
填空题,线路允许速度<--NRC-->km/h及其以上区段，小车仅限在天窗内使用，禁止利用列车间隔使用小车。,160
填空题,新建工程竣工后，应按规定进行<--NRC-->，并进行安全评估。,验收
填空题,新设备(包括改造后的设备)投入使用前须有操作规程、竣工图纸等技术文件和保证安全生产的办法和<--NRC-->。,管理细则
填空题,休息时严禁坐在<--NRC-->、轨枕头及道床边坡上。,钢轨
填空题,因施工作业需要临时拆除防护栅栏时，施工单位必须与防护栅栏<--NRC-->签订安全协议，并经铁路局防护栅栏设备管理部门批准，报属地铁路公安部门备案。,设备管理单位
填空题,因新建、改建工程等发生行车设备变化时，施工单位应在设备开通前<--NRC-->向设备管理单位、使用单位、集团公司业务处提供相关技术资料。,30天
填空题,应采用巡检设备检查与<--NRC-->巡检相结合的方式对钢轨外观及表面伤损进行检查。,人工
填空题,用切割机切割钢轨时，其他人员应远离锯轨机<--NRC-->和前方，防止锯片碎裂伤人。,两侧
填空题,有发生塌方、落石、断道等自然灾害的防洪重点处所，在每年防洪、防台期前由<--NRC-->公布。,集团公司
填空题,有砟轨道区段道砟面积雪厚度<--NRC-->mm以上时，限速160km/h及以下。,50
填空题,遇有暴风雨雪天气或地震，工务、电务、供电等设备管理单位应加强对重点地段和设备的检查，在天窗时间外，检查人员不得进入<--NRC-->范围内，必要时应封锁或限速，并做好防护后再检查。,路肩和桥面
填空题,遇有降雨天气，重点防洪区段1h降雨量达到60mm及以上时，列车限速<--NRC-->km/h。,45
填空题,遇有降雨天气，重点防洪区段当1h降雨量降至<--NRC-->mm及以下、且持续30min以上时，可逐步解除限速。,20
填空题,遇有降雨天气，重点防洪地段1h降雨量达到45mm及以上时，列车限速<--NRC-->km/h。,120
填空题,运营速度为250km/h及以下铁路，如确需采取V形天窗，V形天窗时段邻线限速不超过<--NRC-->km/h。,160
填空题,在地面<--NRC-->以上的高处及陡坡上作业，必须戴好安全帽、系好安全带或安全绳。,2m
填空题,在电气化铁路线路上作业，应遵守下列规定：拨道作业桥梁上一侧拨道量年累计不得大于<--NRC-->mm。,60
填空题,在电气化铁路线路上作业，应遵守下列规定：拨道作业桥梁上一侧拨道量年累计不得大于60mm，且应满足线路中心与桥梁中心的偏差不得大于<--NRC-->mm。,50
填空题,在电气化铁路线路上作业，应遵守下列规定：拨道作业线路中心位移一侧拨道量年度累计不得大于<--NRC-->mm，并不得侵入限界。,120
填空题,在电气化铁路线路上作业，应遵守下列规定：拨道作业线路中心位移一次不得超过<--NRC-->mm，并不得侵入限界。,30
填空题,在电气化铁路线路上作业，应遵守下列规定：起道作业两股钢轨同时起道时，一次作业起道量不得超过<--NRC-->mm，且两股钢轨起道量相差不得超过7mm。,30
填空题,在电气化铁路线路上作业，应遵守下列规定：起道作业起道量超出规定时，应事先通知<--NRC-->部门调查确认接触网设备调整工作量并配合作业。,供电
填空题,在电气化铁路线路上作业，应遵守下列规定：起道作业一股钢轨起道时，一次作业起道量不得超过<--NRC-->mm。,7
填空题,在距接触网带电部分2~4m的建筑物上施工时，接触网可不停电，但应加强监护，确保人员机具材料等与接触网带电部分的距离不小于<--NRC-->。,2m
填空题,在可能带电部位，应有“高压危险”、“<--NRC-->”的明显标志和防护措施。,禁止攀登
填空题,在区间维修时，现场防护人员应站在维修地点附近，且<--NRC-->的地点进行防护，在天窗内作业时，显示停车手信号。,瞭望条件较好
填空题,辙岔号为18号的分动外锁闭道岔密贴尖轨紧固器、斥离尖轨限位器、可动心轨紧固器配置数量分别为<--NRC-->。,2、2、1
填空题,正线道岔的直向通过速度不应小于路段<--NRC-->。,设计行车速度
填空题,正线18号道岔对向设置，有列车同时通过两侧线时，道岔间直线段长度一般条件下不应小于<--NRC-->m。,50
填空题,正线作业人员避车应遵守以下规定距钢轨头部外侧不小于<--NRC-->m。,2
填空题,正线作业人员下道避车，距钢轨头部外侧不小于<--NRC-->。,2m
填空题,直线桥梁自线路中心至作业通道栏杆内侧的净距：200km/h以上铁路无砟轨道桥面应不小于3.45m，有砟轨道桥面应不小于3.75m；200km/h及以下铁路应不小于3.25m。作业通道宽度应不小于<--NRC-->m。,0.8
填空题,正线18号道岔对向设置，有列车同时通过两侧线时，道岔间直线段长度困难条件下不应小于<--NRC-->m。,32
填空题,驻调度所(驻站)联络员应与现场防护人员保持联系，如<--NRC-->，现场防护人员应立即通知施工负责人停止作业。,联系中断
填空题,总磨耗等于垂直磨耗加上<--NRC-->侧面磨耗。,1/2
填空题,作业必须在符合规定的作业负责人领导下进行。作业负责人应根据人员、<--NRC-->、天气等情况，具体布置安全事项。,作业项目
填空题,作业地段放行列车时，轨道静态几何尺寸偏差不得超过下次天窗点前最高行车速度等级的<--NRC-->容许偏差管理值，工务设备状态符合有关规定。,计划维修
填空题,作业门应加锁并由铁路局统一编号，在外侧设置<--NRC-->警示标志及信息牌。,非铁路作业人员禁止进入
填空题,作业前，<--NRC-->应按批准的作业计划或作业方案做好各项准备工作，核对调度命令，并组织对人员、工机具、材料等逐一进行清点并做好记录。,作业负责人
填空题,作业前，作业负责人和<--NRC-->应对机具进行检查，机具状态不良或安全附件失效的机具严禁上道使用。,机具使用人员
填空题,道岔区轨枕埋入式无砟道床，底座或支承层不得有<--NRC-->贯通裂缝。,竖向
填空题,设计速度350km/h线路，竖曲线与平面圆曲线重叠设置的平面最小圆曲线半径为<--NRC-->。,6000
填空题,CN系列道岔基本轨设<--NRC-->轨底坡,01:40:00
填空题,道岔滑床台与基板脱焊及台面磨耗情况需每月检查<--NRC-->遍,1
填空题,岔后到发线连接曲线半径不应小于该道岔导曲线半径，超高不应大于<--NRC--> mm。,15
填空题,弹条IV型扣件系统轨距调整量：－8～＋<--NRC-->mm，通过更换不同号码的绝缘轨距块实现轨距和轨向的调整。,4
填空题,线路检查时，检查高低时，使用不长于<--NRC-->的短弦线拉高低,10m
填空题,钢轨打磨车作业时，最高速度不得超过<--NRC-->km/h。,20
填空题,线路动态评定标准每千米线路总扣分在50分及以内应评为<--NRC-->,优秀
填空题,高速铁路正线、到发线应采用60kg/m<--NRC-->新钢轨；其他站线宜铺设50kg/m钢轨。,无螺栓孔
填空题,高速铁路60kg/m钢轨标准轨高是<--NRC-->mm。,176
填空题,道岔支距采用<--NRC-->进行检查。,支距尺
填空题,路基地段道床结构由道岔板、底座（自密实混凝土层）及<--NRC-->等部分组成。,找平层
填空题,单向调节器应加强尖轨及其后<--NRC-->～100m范围内钢轨锁定，双向调节器应加强尖轨范围锁定。,50m
填空题,对于纵向连续的道床板和支承层混凝土裂缝伤损，一般采用<--NRC-->进行修补，严禁在冬季进行注浆修补作业,表面封闭法
填空题,焊接接头低塌0.2mm判为<--NRC-->。,正常
填空题,焊接接头低塌0.4mm判为<--NRC-->,轻伤
填空题,焊接接头低塌0.5mm判为<--NRC-->。,重伤
填空题,左右股单元轨节锁定焊接头相错量不宜超过<--NRC-->。,100mm
填空题,铝热焊焊缝距承轨台边缘不得小于<--NRC-->。,100mm
填空题,列车通过速度大于80 km/h时，站台边缘距线路中心线的距离为<--NRC-->mm,1800
填空题,扣件安装状态、部件缺损等每半年检查<--NRC-->遍,1
填空题,WJ-7型扣件弹条分为两种，其中桥上采用小阻力扣件时使用<--NRC-->型弹条。,X2
填空题,我国自主研发的客专系列18号道岔侧向容许通过速度为<--NRC-->km/h？,80
填空题,我国自主研发的客专系列42号道岔侧向容许通过速度为<--NRC-->km/h？,160
填空题,捣固车一次起道量不宜超过<--NRC-->mm,40
填空题,高速铁路60kg/m钢轨轨底宽度为<--NRC-->mm。,150
填空题, 客专线系列无缝道岔尖轨尖端允许伸缩位移为±<--NRC-->mm，超过允许值应分析原因，并及时调整。,40
填空题,客专线系列无缝道岔尖轨可动心轨尖端允许伸缩位移为±<--NRC-->mm，超过允许值应分析原因，并及时调整。,20
填空题,道岔区曲股方向不良时，应在直股方向符合要求的基础上，通过控制<--NRC-->的方法进行调整。,支距
填空题,道岔检修应严格执行工务、<--NRC-->联合作业制度。,电务
填空题,无砟道床维修作业包括<--NRC-->和道床结构损坏修复作业,无砟道床伤损修补
填空题,对于纵向连续的道床板和支承层混凝土裂缝伤损，一般采用表面封闭法进行修补，严禁在<--NRC-->进行注浆修补作业,冬季
填空题,定期观测并分析基本伸缩量、<--NRC-->位置与气温关系，发现伸缩故障应及时消除。,焊缝
填空题,正线是指连接车站并贯穿或<--NRC-->伸入车站的线路。,直股
填空题,当钢轨折断断缝不大于<--NRC-->时，可进行紧急处理。,30mm
填空题,高速铁路60kg/m钢轨轨腰厚度为<--NRC-->mm。,16.5
填空题,上海局集团公司规定的施工邻线限速标准中，高速铁路（含高速铁路线路名称起讫点范围内按普速铁路管理的区段）限速（）km/h。,80
填空题,线路动态不平顺是指线路不平顺的动态反映，主要通过<--NRC-->进行检测,综合检测列车
填空题,"<--NRC-->负责开启和关闭操纵端司机室后车厢站台侧门, 供添乘人员上下车。",随车机械师
填空题,有砟地段线路车间管辖线路长度以营业里程<--NRC-->左右为宜。,100km
填空题,调节器所有螺栓扭矩应达到<--NRC-->要求。,设计
